,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_total_spent
commutemotorcycle,0.011721639,-0.004888383,-0.001775447,-0.007201284,-0.003276014,0.001093121,0.003951607,0.002205094,0.021037692,0.003421769,-0.001099381,-0.003193918,0.011978754,0.009608432,-0.014088897,-0.002915232,0.010941608,-0.003337786,-0.009860409,-0.014963965,-0.016843815,-0.016433778,-0.021587922,8.18E-05,0.012478485,-0.004389573,0.009822926,-0.005104706,-0.027570154,-0.008291025,0.003062199,0.006845161,-0.0037778,-0.008104888,-0.009256637,-0.007561389,0.001974638,-0.004420757,0.001005511,-0.005341647,0.000678528,-0.022222175,-0.029565324,-0.044166959,0.000980044,-0.011756132,1,-0.008049796,-0.00305746,-0.001284528,-0.002109507,-0.016641895,-0.010692861,-0.011128358,-0.012557775,0.007707037,0.014992917,0.014033439,0.008818252,0.002989061,-0.029698826,0.014090917,0.003849601,-0.014064024,-0.005726296,-0.007434585,0.007152647,0.000214697,-0.006455725,-0.006815714,-0.006888433,-0.010211842,0.010493723,-0.014352938,-0.008350009,0.004711576,-0.011260645,-0.013512335,0.003982127,0.001084648,-0.003647246,0.014141933,0.012267591,0.005309742,0.008171563,0.00454849,-0.004916188,0.010564071,0.00096846,-0.005849798,0.008505968,-0.003498142,-0.001484518,0.005733065,-0.003666046,-0.002278605,0.007192704,0.014232281,-0.014982226,0.003676185,-0.017595526,0.005446757,-0.010971782,0.006511992,-0.005120012,0.015551657,0.004182957,-0.016594484,0.01939522,-0.001906134,0.005032204,-0.012919046,0.013828556,0.017818225
commutecarpool,-0.01704538,-0.016717679,0.003243692,0.035198183,0.028330575,-0.011638663,-0.014191336,-0.010879735,-0.0031131,0.02734375,0.023696146,0.034741568,-0.010564919,-0.011780461,-0.003526887,-0.013435402,-0.000952903,-0.008787063,0.018790199,0.000367302,0.000447349,0.004846172,-0.001688758,-0.008768972,-0.025616031,-0.00071815,-0.002759656,0.001986765,0.019174797,0.00830224,-0.006962491,-0.01268508,0.025947285,0.031084276,0.021578149,-0.040399366,-0.024482879,-0.009125588,-0.00469629,-0.01380213,-0.014274174,0.002247336,-0.044055756,-0.04422884,-0.008918181,-0.050804894,-0.008049796,1,-0.03730731,-0.014284334,0.003598355,-0.009158731,-0.019952741,0.020386998,-0.010921461,-0.022150319,0.005054134,0.023764883,0.020060695,3.42E-05,0.007361917,0.003612512,0.024796174,0.012681234,0.016298192,0.011952491,-0.013183756,0.001812022,-0.018392391,0.017973229,0.018946448,0.019603662,-0.025498269,0.016456421,0.016261849,-0.020778589,0.003199475,0.002860338,-0.00300695,0.007128832,0.005050251,-0.02005739,-0.012523846,-0.004717619,0.008659372,-0.002102817,0.001733398,-0.00334546,-0.000602129,0.007329356,-0.01415175,0.016848104,-0.006338597,-0.007214334,-0.005218349,0.009933975,0.016074237,0.02285758,-0.021459724,-0.006596993,-0.012668611,0.004365714,-0.013732632,0.011356587,-0.012517967,-0.01023547,-0.028105865,-0.015532161,0.004705467,0.006966476,0.028240598,0.028895019,-0.013975954,0.006048075
commutebus,0.051611248,0.131804419,-0.02875995,-0.003162277,-0.003349829,0.008032882,0.006668836,-0.006605338,-0.006748217,0.007871577,-0.009298486,0.006168007,-0.001595951,-0.010394172,-0.01635915,-0.019233851,-0.012306621,0.002475319,-0.024603102,0.000973305,0.003367188,0.002797275,0.01545087,-0.020615292,-0.001803749,-0.00131592,-0.024815898,0.002665542,0.003123522,-0.015265227,-0.016587493,0.037876366,-0.009098367,0.005195082,0.004887681,-0.061717512,-0.02863502,-0.018700782,-0.015514624,-0.023535717,0.000247407,-0.003247645,0.045831672,0.12293699,0.054428193,-0.109365408,-0.00305746,-0.03730731,1,-0.036899831,0.035127206,0.045194388,0.014978684,0.0494067,-0.000667109,0.034484361,-0.000251947,-0.017810408,-0.004733014,-0.006960545,-0.015064877,0.009027445,-0.003927799,-0.015883661,-0.002516604,-0.005074346,0.013872853,0.002680845,-0.021880377,0.004159569,-0.001622707,0.002705107,-0.004065739,0.006403751,0.003006096,-0.02996646,0.001211907,0.003805394,0.00451132,0.010892186,0.015377983,-0.008441191,-0.01372468,-0.010378365,0.002812995,0.010292353,0.01095236,-0.005203125,-0.014036951,-0.015434382,0.005334937,-0.014259099,-0.018508537,-0.030403716,0.026377422,-0.00030164,0.016614134,0.015213747,0.001146935,-0.00469417,-0.016664717,-0.003908728,0.0020178,-0.010709882,-0.021371825,-0.009786958,-0.024274272,-0.013737297,3.83E-05,-0.010097348,-0.001041745,0.000613165,-0.008426134,-0.012665989
commuterail,0.055817724,0.116995032,0.002291907,0.011042445,0.014767994,0.001019094,0.001606628,-0.002732033,-0.015757967,0.003707072,0.009417836,0.001699468,0.004500179,-0.000547,-0.019703078,-0.006588809,-0.008812363,0.005759835,-0.019768005,0.009584126,0.008514994,0.006260709,0.014116348,-0.001908438,-0.014603636,0.002946971,-0.02863576,-0.018349842,0.00051545,0.012425334,0.005760127,0.007942483,0.013253354,0.012345186,0.013425964,-0.033356164,0.010509681,-0.002089318,-0.000891448,-0.000682295,-0.002525817,-0.013671415,0.056718934,0.064617068,0.050559201,-0.058807154,-0.001284528,-0.014284334,-0.036899831,1,0.036634101,0.00759151,0.003725104,0.051245798,-0.009317597,0.003879911,0.002052406,0.004924452,0.012279995,0.034783842,0.010742894,0.025599508,-0.002191556,0.027888068,0.028206809,0.021199833,0.007160511,0.006782559,-0.002479733,-0.001178214,0.021383354,0.019541196,-0.024989253,0.012719045,0.022461763,-0.035700966,0.007871417,0.007620447,-0.000896225,-0.009935648,-0.007061562,-0.014104406,-0.017236025,-0.014992307,0.005623212,9.24E-05,0.009550057,-0.017246396,-0.017336605,-0.017219914,0.00127909,-0.021470929,-0.015098331,-0.016404263,-0.017452856,-0.002392365,-0.001671658,-0.009234766,-0.009994171,0.004648561,-0.025037251,-0.006639533,-0.005379558,0.000475379,-0.021215611,-0.014720006,-0.002638643,-0.019652839,-0.019287085,0.002800635,0.00197064,0.007712895,0.00019228,-0.012617411
commutepublic,0.062416052,0.100378518,-0.007104054,-0.001310822,-0.001512646,0.043161262,0.039027604,-0.027458384,0.003568223,-0.021035775,-0.014453525,0.004980426,0.002368936,-0.003389404,-0.000567525,-0.008474647,-0.011801587,0.022967053,-0.022173574,-0.01642782,-0.014754996,-0.015137709,-0.020665112,0.001764807,-0.011620439,0.009258662,-0.013309362,0.001000705,0.009978377,-0.009031424,0.00438232,-0.006089238,0.021598375,0.000442399,0.001679523,-0.034524458,-0.013461487,-0.02507358,-0.001938281,-0.005505877,-0.016115339,-0.007366755,0.047107296,0.042015553,0.066164379,-0.031911482,-0.002109507,0.003598355,0.035127206,0.036634101,1,0.01684603,0.02789747,0.032351751,0.004049549,0.01821567,0.006743618,0.001502824,0.006843516,0.008057873,-0.005558616,9.80E-05,0.002275258,-0.030442419,0.001029928,0.005980335,-0.000225597,0.009035827,0.007484825,-0.000513831,-0.001437917,-0.000278474,0.015992539,-0.024585143,-0.001432843,0.020703474,-0.011094384,-0.009413171,-0.005263778,-0.007937725,-0.006661096,0.042284707,0.03535696,0.025495466,-0.023598853,-0.010467408,-0.003376265,0.01655809,0.006486726,0.003726834,0.017751109,0.019953779,-0.001898803,0.0304379,-0.010457079,-0.010198038,-0.016687298,-0.019089407,0.038171624,0.005840605,-0.002723861,-0.004264342,-0.004330776,0.000147927,0.000208959,0.032702163,0.029193457,0.021159856,-0.011171312,0.006231718,-0.02675463,0.010301625,-0.002109507,-0.004273124
commutebike,0.101006961,0.186828643,0.013717527,-0.016591198,-0.012703959,0.025387516,0.02327553,-0.013114813,-0.003887805,-0.028030037,-0.022352016,-0.008690529,-0.014953903,-0.015928897,0.007999737,-0.007625561,-0.012679635,0.023690141,0.004447727,0.009392224,0.009613173,0.008140726,0.019689922,-0.006872518,-0.015364435,0.002971096,-0.001374244,0.038632921,-0.020002708,0.000320951,-0.004320818,0.004453632,0.014671566,-0.009039859,-0.003144015,0.016009978,0.016953197,0.013885191,-0.009252022,0.000978745,0.011624482,0.033251557,0.039755353,0.043674328,0.064542711,-0.011648433,-0.016641895,-0.009158731,0.045194388,0.00759151,0.01684603,1,0.049010987,0.038812587,-0.017113919,0.021572331,0.029960945,0.008358065,0.001294667,0.018734183,0.029429222,-0.030894405,0.010299675,0.001385394,-0.019054139,-0.012406483,-0.009745857,0.024503937,0.016613828,-0.025726104,-0.022879026,-0.014962071,-0.006731386,-0.000114517,-0.017963039,0.009475136,-0.001577581,-0.007794269,0.001893189,0.001802256,-0.010514653,0.011195627,0.014974042,-0.004069987,-0.013346939,-0.009233454,-0.012785198,0.008436112,0.00809855,-0.011018924,0.014181195,0.039761614,0.016572903,0.018818152,-0.009983105,0.006642614,-0.001862417,0.007394303,0.002442197,0.011708341,-0.001290929,-0.00421137,-0.003660427,0.01812472,0.024252615,0.015847462,0.023533717,-0.002376538,0.004253663,0.002930315,-0.003473864,-0.014631564,-0.000609627,-0.026102546
commutewalk,0.099317201,0.26087367,0.019405074,-0.014098465,-0.010765737,0.003633174,0.00693525,-0.016240758,-0.017395262,-0.012886953,-0.014903246,0.003194979,0.005862515,-0.001223133,0.023307883,0.007603624,0.018061635,0.01609138,-0.022153374,-0.007823205,-0.007195204,-0.006942297,0.006940897,0.008270531,0.007517288,0.021174835,0.023420407,-0.008454398,-0.002832694,0.012766725,-0.002696786,-0.005282124,-0.00670722,-0.009495212,-0.005287145,-0.077896072,-0.038214003,-0.045927659,-0.022272507,-0.043081083,-0.048008396,0.013050468,0.285336778,0.24863069,0.123932067,-0.110994958,-0.010692861,-0.019952741,0.014978684,0.003725104,0.02789747,0.049010987,1,0.077044594,-0.003970374,-0.005775417,-0.019281224,-0.018547968,0.00145778,0.015603455,0.00050339,-0.018729686,-0.010171834,-0.015968494,-0.014147371,-0.00396231,0.002778256,0.003469317,-0.006532843,-0.013955805,-0.011995432,-0.014631382,0.029470027,0.004237664,-0.013612308,0.002940569,0.004623498,0.001308633,0.012619008,-0.005629338,-0.014282351,-0.006069577,0.003884952,-0.000914366,-0.005826995,-0.011894265,-0.01343027,0.002015597,0.009374141,-0.002660719,-0.012538256,-0.022781703,0.002425478,0.004531376,-0.002395496,-0.006751447,-0.005162241,-0.002702129,0.007798914,-0.004380759,-0.01128696,0.007343267,0.012883782,0.011427396,0.012603146,0.011651479,0.001988272,0.022943589,-0.001199056,0.000890153,-0.011037387,-0.009894965,0.025901462,-0.001709226
commutenonmotor,0.126941902,0.29755111,0.005030103,-0.011686725,-0.012206583,0.005574711,0.001250167,0.011868844,-0.005119541,-0.001256606,0.000399575,-0.033901578,0.003037388,0.016397556,-0.01480949,-0.011535093,0.001983192,0.003249639,-0.00342955,-0.019151026,-0.011449016,-0.007815893,-0.022375837,-0.01116164,-0.00011574,0.006877903,0.01339824,-0.000615818,-0.005193415,0.013429675,-0.017321486,0.009107576,0.01298981,-0.010354736,-0.009320731,-0.010526292,-0.010795719,-0.02145706,0.009428415,0.003388227,-0.032952338,0.009922994,0.065945671,0.054720856,0.138454414,-0.013277547,-0.011128358,0.020386998,0.0494067,0.051245798,0.032351751,0.038812587,0.077044594,1,-0.015053263,0.003009157,0.032671465,-0.018206377,-0.039256661,-0.003850712,0.014723807,-0.003084012,0.024664793,0.027357192,-0.015503631,-0.008444368,0.007905097,-0.001547947,-0.003762237,-0.005821285,-0.015212744,-0.010537501,-0.003542554,-0.013481844,-0.014069506,0.013858154,-0.012100915,-0.013957558,-0.006618083,-0.013817964,-0.022068619,0.004474072,0.009409091,0.003185279,-0.013489035,-0.008673411,-0.013639396,0.002905692,0.007222412,0.003124573,-0.006164263,0.002828379,-0.000260681,0.002187426,-0.006418865,0.005347188,-0.003986315,-0.000983476,0.018271638,-0.000237515,-0.024989986,0.005046373,-0.008412466,0.008933268,0.011296654,-0.001375821,-0.006703336,0.004028006,0.006210815,-0.027332018,0.001814314,0.007862867,-0.013939117,-0.012292498
telecommute,-0.023518504,-0.021560362,-0.006535927,0.015065007,0.012723473,-0.00209388,-0.002822176,-0.00165903,-0.003040648,0.015025099,0.007170572,0.036447918,0.001469652,-0.007825389,0.007910462,-0.011497284,0.002903688,-0.009848565,0.004695348,-0.002446686,0.000262331,-0.000791196,-0.008358591,0.00189572,-0.010928828,-0.0082673,-0.003911305,-0.006700618,-0.019552305,-0.018321116,0.015058412,-0.018893411,-0.001699886,0.008826263,-0.004142078,-0.050417143,-0.021040358,-0.034708163,-0.009208976,-0.011379784,-0.006505056,-0.002493934,0.157782659,0.1488286,-0.002596041,-0.051817848,-0.012557775,-0.010921461,-0.000667109,-0.009317597,0.004049549,-0.017113919,-0.003970374,-0.015053263,1,0.005641721,-0.00637919,-0.020566887,0.001085988,-0.024504499,0.011514972,-0.004384834,-0.018535812,-0.001843162,0.013097558,0.000276808,-0.011315029,-0.011772351,-0.008687532,0.045971981,0.017608192,0.010841983,0.006115835,-0.000668989,0.014943157,-0.011781114,0.01658393,0.017730775,0.016334284,0.012764417,0.010934684,-0.006860016,-0.009126894,-0.012177346,0.01109515,0.013671409,0.014634129,0.023471183,0.016195477,0.01409687,-0.005218544,0.011339219,-0.010713427,0.004018245,0.015695308,0.026375153,0.003315421,0.018117827,-0.002883155,0.011800166,6.94E-05,-0.014112516,-0.005072328,-0.018057317,0.003908617,0.003364137,-0.000459047,-0.001344897,-0.002767927,-0.00640205,-0.006628197,-0.018295383,-0.012557775,-0.004557534
reason,-0.006292324,-0.003522051,-0.014943964,-0.020311932,-0.019324802,0.003360451,-0.001080178,0.015027574,-0.006939179,-0.004813517,-0.008616037,0.008516317,-0.001078069,-0.000273847,0.012999244,0.009052597,0.001738159,0.019274529,-0.005292376,-0.000555832,0.003379571,0.006353234,0.013618382,-0.000402936,0.01212735,-0.008940419,-0.018535346,-0.011856475,-0.010104741,-0.006633259,0.005589914,-0.010267164,0.009659566,-0.025116167,-0.021750863,-0.005573956,-0.001738139,-0.021509442,-0.004846879,-0.010506031,-0.020126522,-0.002692205,0.006091466,0.006617379,0.017675881,0.005872427,0.007707037,-0.022150319,0.034484361,0.003879911,0.01821567,0.021572331,-0.005775417,0.003009157,0.005641721,1,-0.047066003,0.009048211,0.004930401,0.004450766,0.014630621,-0.020287683,0.006818485,0.019808002,-0.005675824,-0.007545005,0.001274675,0.004380133,-0.006361128,0.011866771,-0.014975723,-0.012265893,-0.003903317,-0.006987669,-0.004122692,-0.006970524,0.000260479,-0.001508194,-0.008194492,-0.007098587,-0.010087776,0.015383507,0.015370698,0.018155464,0.002898451,0.005023176,0.002275542,0.002238564,-0.002747474,-0.011540086,0.000131192,0.009964552,-0.003208234,-0.000994065,-0.003237541,-0.012663098,-0.001858482,0.00717229,0.007372432,0.022328763,0.000969084,-0.002845401,0.000274181,0.010642178,-0.013482094,0.001625529,-0.006289971,0.003125236,-0.003168444,0.000455691,0.035705865,-0.026788673,0.020196833,-0.015760783
polview,0.000241399,0.001337857,0.024776443,0.029140714,0.036056386,-0.09312001,-0.087680127,0.02004155,0.016913722,0.061498155,0.077191054,-0.048943184,0.084085795,0.083165562,0.009219205,0.051032744,0.057841255,-0.020686056,0.044731648,0.004407861,-0.009348921,-0.013540005,-0.008108246,-0.010764493,-0.021391496,0.015610004,-0.015730469,0.016985785,0.003862122,0.015773836,-0.012401182,0.019137346,0.000901153,0.031801296,0.043539643,-0.03373694,-0.008399062,-0.019103708,0.060666828,0.019538993,-0.002344672,0.006027997,0.005187498,0.002380843,-0.017512403,-0.003643866,0.014992917,0.005054134,-0.000251947,0.002052406,0.006743618,0.029960945,-0.019281224,0.032671465,-0.00637919,-0.047066003,1,-0.052536187,-0.033034011,-0.020915685,0.003360433,0.040410147,0.004638113,0.006221548,0.031894523,0.04000051,0.011791287,-0.01234265,-0.011302616,-0.009216134,0.032381927,0.032872679,0.017507127,0.004527298,0.024331057,-0.049798984,0.018648606,0.018654702,0.004709325,0.017197015,0.022376187,-0.050192221,-0.043124258,-0.024539072,-0.012882724,0.007424715,0.022194434,-0.038732767,-0.027750151,-0.011684335,-0.02347159,-0.031450963,-0.031885834,-0.045815127,-0.003324714,0.009757687,-0.004302201,0.008731664,-0.023128816,0.04075103,0.032979763,0.02925163,0.038636275,0.026361885,-0.011890122,-0.032706541,-0.027793657,-0.032440014,-0.042227502,0.009427304,0.003107832,-0.01137104,-0.001640428,0.016025391
polparty,-0.01091051,-0.015007816,0.00464039,-0.022450457,-0.019001439,0.001819697,0.005266098,-0.017910817,0.006507217,-0.022048225,-0.019400454,-0.005192639,0.008041707,0.007106064,-0.00442583,0.013869053,0.006225958,0.023704345,-0.018725844,-0.006380063,-0.005323724,-0.004615985,0.006195299,-0.008626816,-0.002039291,0.030360385,-0.012941991,-0.018997444,-0.019939692,0.013272382,-0.011114661,-0.009078252,0.003217059,-0.022964625,-0.023305181,0.018250189,0.023170964,0.021093404,0.016838345,0.019580173,0.004430083,-0.008081727,-0.013771856,-0.011864659,-0.029121853,0.007185302,0.014033439,0.023764883,-0.017810408,0.004924452,0.001502824,0.008358065,-0.018547968,-0.018206377,-0.020566887,0.009048211,-0.052536187,1,0.109552135,0.094907546,-0.003120628,-0.008780504,0.00458493,-0.000996033,-0.020745912,-0.025446198,-0.016416552,0.008440209,-0.003810275,-0.004212175,-0.020904826,-0.024353992,0.027517606,-0.021222148,-0.017072755,0.019077612,-0.02046988,-0.01781633,0.021461988,0.021231989,0.015613566,0.00703171,-0.001800981,-0.002357051,0.004755165,0.003733841,-0.005891679,0.005942557,0.000781594,0.001565936,-0.001959474,0.003744289,-0.000522969,0.012320429,-0.003468248,0.007044688,-0.006184381,0.011090137,-0.010178875,-0.005035764,0.010681022,0.01325783,-0.010603526,-0.024421399,-0.008535078,0.013026608,-0.012226743,0.010353379,-0.003193132,-0.020823235,0.003830298,0.006703263,-0.000893153,0.007361408
polcontrib,0.008363465,-0.016540631,-0.01529353,0.011028129,0.016982918,0.017417556,0.01393673,0.001529441,0.010179665,0.024140008,0.02013604,-0.005212626,0.029088049,0.048621771,0.031410879,0.020759127,0.032269484,0.014223641,0.013840813,-0.000374286,0.002336454,0.001107424,-0.007464963,-0.007745565,-0.013348043,-0.013409233,-0.001516633,-0.029214817,0.008580216,-0.006545385,0.001358597,-0.011161138,-0.007874977,0.017202972,0.018768251,0.006938077,0.013225362,0.008062515,0.038230476,0.029448777,0.004290913,-0.013986521,-0.012399657,-0.007939144,-0.01995679,0.005662245,0.008818252,0.020060695,-0.004733014,0.012279995,0.006843516,0.001294667,0.00145778,-0.039256661,0.001085988,0.004930401,-0.033034011,0.109552135,1,0.052174964,0.009774756,0.003632831,-0.038198017,-0.00148611,-0.002566097,-0.000479337,-0.039636934,0.007925384,-0.006524,0.009454935,-0.001987155,-0.003135111,-0.001385025,-0.014062977,-0.000499651,0.007756083,0.000523004,0.002337769,-0.017777557,-0.003222709,0.004805713,0.01165195,0.00781974,0.01734335,-0.001780688,0.009428316,0.012075437,0.004859943,0.005359945,0.002985602,0.012044594,-0.017542752,-0.004779689,-0.006452772,-0.002291834,-0.013123843,-0.023368839,-0.004487749,-0.01135796,0.008220318,0.008011373,0.041544078,0.035064374,0.026437935,-0.001864597,0.005552474,0.012959765,-0.000903837,-0.006283313,0.025065112,0.007374578,-0.009387267,-0.003556505,0.031348401
vote,-0.01115678,-0.005435628,-0.036283659,0.006615876,0.010554475,0.097068651,0.095643348,0.018944607,0.004907105,0.026240607,0.035963337,-0.046586327,0.11669519,0.135765329,-0.007153994,0.090814878,0.067171216,0.013630631,0.045768791,-0.023007349,-0.008279023,-0.001320913,-0.029394063,0.001105998,-0.007922437,0.022468725,0.017060788,-0.007377461,-0.004091681,0.022426557,-0.00699964,0.011053488,-0.009752372,0.002899015,0.022295696,0.022578276,0.048149751,0.018160515,0.113991109,0.086055251,-0.005513668,0.011675506,0.001290113,-0.002577364,0.000980966,0.011479812,0.002989061,3.42E-05,-0.006960545,0.034783842,0.008057873,0.018734183,0.015603455,-0.003850712,-0.024504499,0.004450766,-0.020915685,0.094907546,0.052174964,1,0.001764162,0.003532428,-0.013981368,-0.007738934,0.00074852,0.007422396,-0.028892433,0.007975809,0.00284477,0.012469372,0.007479945,0.013816595,-0.020813637,-0.015815668,-0.001456078,0.035172834,0.004017432,2.95E-05,0.020995408,0.025367191,0.021780996,0.04503379,0.043410676,0.035712987,-0.012392001,-0.000415341,0.003165692,0.03503726,0.042883304,0.038417971,0.042474157,0.025458494,0.042031275,0.048620219,0.024231112,0.01553577,0.000998198,0.003189154,0.043783294,0.021766856,-0.004459733,0.044053674,0.006804105,0.033649106,0.021383897,0.051521063,0.027939882,0.03708554,0.052131898,-0.004035877,-0.009434304,0.027175171,0.008265427,0.057015095
card,0.002612411,0.026441579,0.048497568,0.009268335,0.009448099,-0.020892912,-0.015564115,-0.020424066,-0.025885832,0.000100023,-0.000617375,-0.014315192,0.021542814,0.015407067,0.006420653,0.020662703,0.005460483,0.001064983,0.010016148,-0.017162277,-0.023062284,-0.02035069,-0.020041663,-0.017437901,0.008643674,0.007791287,0.008799935,-0.016348615,0.001710621,0.002369921,-0.024162039,0.004438857,0.010510929,0.01643682,0.013261493,0.033265402,0.032109996,0.029874037,0.028695885,0.028642613,0.023782631,-0.001803383,-0.001687931,-0.000806108,0.007666942,0.017099409,-0.029698826,0.007361917,-0.015064877,0.010742894,-0.005558616,0.029429222,0.00050339,0.014723807,0.011514972,0.014630621,0.003360433,-0.003120628,0.009774756,0.001764162,1,0.005207886,0.022483145,0.007414551,0.014790394,0.003088172,-0.379439659,-0.004017603,-0.016155099,-0.00973325,0.011729714,0.002293812,0.012491584,-0.002698794,0.011440163,-0.012879403,0.010326343,0.011671279,0.015424498,0.00747232,0.012764023,-0.004272647,-0.006408941,-0.008467186,0.032369102,0.018758235,0.020532786,0.021747482,0.013359783,0.010768085,0.000649608,0.003301164,0.005546643,-0.027463464,0.022668543,0.024495566,0.01749393,0.018607704,-0.01022015,0.013981591,0.026038112,0.00388177,0.002724425,-0.002042122,-0.012540418,-0.027570146,-0.005144013,-0.014032446,0.002425241,0.021756578,0.006991907,-0.01030461,-0.018016143,-0.232058738
cardtype,0.01200721,-0.000234272,-0.023830303,-0.00361211,-0.001552107,-0.017361493,-0.012327348,0.012210636,0.009338849,0.004787986,0.014381196,-0.017225578,0.001977879,-0.001204817,0.005603336,0.012949262,-0.009836897,0.009840231,-0.011830381,-0.012995881,-0.011616433,-0.008052417,0.003831088,-0.0138208,0.008204219,-0.016115894,0.010181777,0.00222563,-0.037892772,-0.021380287,-0.00506971,-0.016307395,-0.013069626,-0.008671408,-0.003457794,0.0054619,0.002471785,0.010834034,-0.00586789,-0.006968262,-0.004766877,0.004417823,-0.037508106,-0.037016455,-0.002776528,0.023647684,0.014090917,0.003612512,0.009027445,0.025599508,9.80E-05,-0.030894405,-0.018729686,-0.003084012,-0.004384834,-0.020287683,0.040410147,-0.008780504,0.003632831,0.003532428,0.005207886,1,-0.006595868,0.030489284,-0.007103617,-0.001833304,-0.022573088,-0.013418625,-0.025722813,0.000663848,-0.008000789,-0.004655207,0.008492705,-0.005508952,-0.004878636,-0.0048783,-0.001782783,-0.00408067,0.010869467,0.01035012,0.009848647,0.011723449,0.005580902,0.004178221,-0.012124785,-0.0171926,-0.013536129,-0.000164578,-0.004784417,-0.008826108,-0.008262104,-0.007434537,-0.017300166,-0.012955369,0.009442492,-0.014772017,0.001316835,-0.014223744,-0.004766449,-0.004018736,0.009345652,0.008333441,-0.005713372,0.014536932,0.020734764,-0.017491348,-0.017101102,-0.011681112,-0.015521456,0.005000138,-0.003828781,-0.007472356,0.014680273,0.000331844
cardbenefit,-0.014424643,0.00036194,0.025206661,0.008708022,0.00999704,-0.015565959,-0.011449792,-0.031302541,0.005804658,-0.002128089,-0.001052808,0.007429501,-0.017149221,-0.013616229,0.00730571,-0.008259178,0.000790202,0.013404451,0.001627419,-0.020578153,-0.025255977,-0.023069492,-0.018099918,0.00102492,-0.004266558,0.009585855,0.001013806,-0.026168164,-0.027645466,0.022173488,0.004188294,-0.015666564,0.018957958,0.001059065,-0.00093432,0.015435182,0.03906866,0.026253,-0.008110936,0.009969587,0.022660489,0.024240689,-0.011120076,-0.012192192,0.006827626,0.006445892,0.003849601,0.024796174,-0.003927799,-0.002191556,0.002275258,0.010299675,-0.010171834,0.024664793,-0.018535812,0.006818485,0.004638113,0.00458493,-0.038198017,-0.013981368,0.022483145,-0.006595868,1,0.009585544,0.00379044,-0.00147915,0.019155725,-0.013073958,-0.014340646,-0.012588981,0.00217057,0.002485099,-0.002337829,-0.022275232,-0.003633928,-0.001376274,-0.004187644,-0.002916686,-0.002793493,-0.008579679,-0.016100421,-0.012042927,-0.015834914,-0.018842604,0.005055224,-0.006886889,-0.012913902,-0.032223492,-0.036086451,-0.037392431,-0.015459417,-0.022707146,-0.020880609,-0.020481253,0.004022123,-0.005874182,0.015609877,-0.003534633,-0.009245747,-0.002779551,-0.014807673,-0.02418478,-0.003501176,-0.010762689,-0.010868795,-0.027242766,-0.0236156,-0.023937953,-0.002889842,-0.009038685,0.008780958,-0.006533124,-0.002640546,-0.016798955
cardfee,-0.028101092,-0.007593898,0.018446413,0.003981324,0.005603813,-0.021656335,-0.020511573,-0.01097892,0.006422428,0.012940013,0.012270939,-0.007293473,0.00028682,0.007435232,-0.006224478,-0.003109197,-0.003974885,-0.00271666,0.005906639,0.002337922,0.003422156,0.004950291,-0.000218082,-0.01328954,0.016663139,-0.006655578,0.004366001,0.001934587,-0.009644894,-0.012192041,-0.014960113,-0.023752816,-0.022605126,-0.005425836,-0.004300083,-0.018311926,0.004136798,0.001357364,0.000201359,0.005877351,-0.017358059,-0.004873038,0.019448173,0.020761141,-0.019518296,-0.004775064,-0.014064024,0.012681234,-0.015883661,0.027888068,-0.030442419,0.001385394,-0.015968494,0.027357192,-0.001843162,0.019808002,0.006221548,-0.000996033,-0.00148611,-0.007738934,0.007414551,0.030489284,0.009585544,1,-0.005700873,0.003274988,0.016124035,0.013859917,-0.007197677,0.001761461,-0.004927391,0.003643221,0.002827967,-0.009599401,-0.005319836,-0.009719381,0.002904827,0.003779274,0.004754547,0.001189544,-0.000637325,-0.013363524,-0.008534008,0.000324194,-0.003024763,0.005787602,-0.002875229,-0.01390985,-0.003062484,-0.005281669,-0.009684386,-0.011705151,0.002166711,-0.003315347,0.012291474,0.010647357,0.011137598,-0.000635078,-0.003019694,-0.007365952,-0.001096545,0.005679453,-0.003642238,0.001574251,-0.002225892,-0.006906025,0.009432488,0.005530323,-0.01421666,-0.007659132,0.00675069,-0.015448816,-0.025829706,-0.007503615
